AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 9 Id	Sensor 9 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 10 Id	Sensor 10 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 11 Id	Sensor 11 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 12 Id	Sensor 12 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz Sensor 13 Id	Sensor 13 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 14 Id	Sensor 14 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 15 Id	Sensor 15 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 16 Id	Sensor 16 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
1.3578	132	29940	0	55	62.141777	35.692406	-122.498250	0.993382	0.037058	-0.004068	0.108645	2	55	-68.289871	17.006912	-0.997215	0.267362	-0.817194	0.510600	0.000000	3	55	-70.843529	-9.024907	-1.185432	0.639477	-0.096532	-0.762726	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.3678	133	30160	0	55	62.137699	35.695641	-122.494740	0.993377	0.037119	-0.004051	0.108662	2	55	-68.291245	17.010361	-1.007072	0.267324	-0.817258	0.510517	0.000000	3	55	-70.833878	-9.032000	-1.184685	0.639430	-0.096537	-0.762765	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.3778	134	30380	0	55	62.130577	35.694183	-122.492460	0.993374	0.037173	-0.004011	0.108678	2	55	-68.285309	17.027742	-1.007774	0.267390	-0.817361	0.510317	0.000000	3	55	-70.830528	-9.035152	-1.191963	0.639414	-0.096504	-0.762782	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	119								12	311								13	311								14	311								15	311							
1.3878	135	30601	0	55	62.130417	35.701576	-122.497340	0.993372	0.037210	-0.003997	0.108683	2	55	-68.274338	17.027760	-0.999374	0.267459	-0.817266	0.510433	0.000000	3	55	-70.832237	-9.038343	-1.184853	0.639405	-0.096534	-0.762786	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	119								12	311								13	311								14	311								15	311							
1.3978	136	30821	0	55	62.138866	35.706242	-122.497960	0.993372	0.037226	-0.004033	0.108680	2	55	-68.280647	17.022633	-0.985535	0.267411	-0.817226	0.510523	0.000000	3	55	-70.843262	-9.040954	-1.181732	0.639445	-0.096493	-0.762758	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	119								12	311								13	311								14	311								15	311							
1.4078	137	31041	0	55	62.144806	35.704868	-122.501000	0.993379	0.037146	-0.004066	0.108639	2	55	-68.278412	17.019011	-0.972702	0.267471	-0.817279	0.510407	0.000000	3	55	-70.850845	-9.046207	-1.181099	0.639493	-0.096427	-0.762726	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4177	138	31261	0	55	62.146694	35.707836	-122.506530	0.993375	0.037200	-0.004062	0.108653	2	55	-68.267464	17.029663	-0.970596	0.267508	-0.817199	0.510515	0.000000	3	55	-70.863907	-9.047159	-1.167648	0.639524	-0.096432	-0.762699	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4278	139	31482	0	55	62.147999	35.709602	-122.516100	0.993378	0.037172	-0.004062	0.108635	2	55	-68.253105	17.032410	-0.960609	0.267639	-0.817121	0.510571	0.000000	3	55	-70.858635	-9.045080	-1.154762	0.639508	-0.096426	-0.762713	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4377	140	31702	0	55	62.149288	35.712296	-122.515610	0.993381	0.037145	-0.004060	0.108618	2	55	-68.264023	17.021847	-0.970978	0.267597	-0.817151	0.510545	0.000000	3	55	-70.859177	-9.047825	-1.152748	0.639497	-0.096392	-0.762727	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4477	141	31922	0	55	62.142879	35.712246	-122.513310	0.993381	0.037150	-0.004032	0.108623	2	55	-68.253815	17.010345	-0.981773	0.267571	-0.816974	0.510841	0.000000	3	55	-70.855537	-9.046328	-1.152977	0.639482	-0.096406	-0.762738	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4577	142	32142	0	55	62.146893	35.710754	-122.513600	0.993383	0.037086	-0.004052	0.108623	2	55	-68.242218	16.998657	-0.983849	0.267602	-0.816811	0.511086	0.000000	3	55	-70.866295	-9.044841	-1.154365	0.639524	-0.096426	-0.762700	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4677	143	32363	0	55	62.151176	35.713596	-122.516910	0.993380	0.037104	-0.004054	0.108642	2	55	-68.255783	16.985531	-0.981659	0.267484	-0.816746	0.511253	0.000000	3	55	-70.881165	-9.038281	-1.155747	0.639568	-0.096450	-0.762660	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4777	144	32583	0	55	62.154724	35.711819	-122.519560	0.993387	0.037019	-0.004080	0.108609	2	55	-68.253250	16.965591	-0.981659	0.267434	-0.816643	0.511442	0.000000	3	55	-70.876350	-9.032085	-1.150932	0.639557	-0.096469	-0.762667	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4877	145	32803	0	55	62.156124	35.707523	-122.514880	0.993381	0.037074	-0.004088	0.108639	2	55	-68.269173	16.973614	-0.991241	0.267329	-0.816720	0.511375	0.000000	3	55	-70.874329	-9.024961	-1.147102	0.639545	-0.096511	-0.762672	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.4977	146	33024	0	55	62.153301	35.708233	-122.518850	0.993382	0.037102	-0.004072	0.108626	2	55	-68.265289	16.966511	-0.998688	0.267325	-0.816617	0.511542	0.000000	3	55	-70.868874	-9.027178	-1.138924	0.639515	-0.096525	-0.762695	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5077	147	33244	0	55	62.149418	35.705826	-122.520690	0.993386	0.037062	-0.004054	0.108605	2	55	-68.265198	16.975904	-0.989510	0.267441	-0.816784	0.511214	0.000000	3	55	-70.858826	-9.027019	-1.142853	0.639478	-0.096512	-0.762727	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5177	148	33465	0	55	62.148937	35.697571	-122.520320	0.993389	0.037007	-0.004069	0.108592	2	55	-68.274574	16.977669	-0.983383	0.267448	-0.816881	0.511056	0.000000	3	55	-70.852020	-9.018526	-1.148865	0.639477	-0.096506	-0.762729	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5277	149	33685	0	55	62.155304	35.699783	-122.516290	0.993390	0.036970	-0.004090	0.108599	2	55	-68.281281	16.965586	-0.984238	0.267372	-0.816814	0.511201	0.000000	3	55	-70.858711	-9.018906	-1.149551	0.639493	-0.096530	-0.762712	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5376	150	33905	0	55	62.157242	35.700806	-122.519960	0.993387	0.037031	-0.004085	0.108600	2	55	-68.276421	16.953663	-0.984894	0.267249	-0.816646	0.511535	0.000000	3	55	-70.860367	-9.020085	-1.145577	0.639492	-0.096516	-0.762715	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5477	151	34126	0	55	62.159885	35.704411	-122.524120	0.993386	0.037078	-0.004088	0.108600	2	55	-68.285088	16.963799	-0.971893	0.267275	-0.816722	0.511399	0.000000	3	55	-70.859039	-9.027055	-1.140671	0.639471	-0.096505	-0.762734	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5576	152	34346	0	55	62.158134	35.704395	-122.524800	0.993384	0.037125	-0.004075	0.108603	2	55	-68.278580	16.989920	-0.952415	0.267396	-0.816777	0.511249	0.000000	3	55	-70.850861	-9.028498	-1.143860	0.639442	-0.096485	-0.762761	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5676	153	34566	0	55	62.156536	35.700665	-122.526850	0.993389	0.037062	-0.004079	0.108576	2	55	-68.277321	17.005533	-0.942009	0.267538	-0.816992	0.510831	0.000000	3	55	-70.842949	-9.029221	-1.141541	0.639425	-0.096470	-0.762778	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5776	154	34786	0	55	62.157349	35.702660	-122.525500	0.993385	0.037125	-0.004074	0.108585	2	55	-68.287712	17.013105	-0.948845	0.267537	-0.817009	0.510804	0.000000	3	55	-70.848114	-9.033445	-1.142738	0.639441	-0.096449	-0.762767	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5876	155	35007	0	55	62.157730	35.703636	-122.528080	0.993387	0.037106	-0.004066	0.108574	2	55	-68.296249	17.010948	-0.940758	0.267514	-0.817132	0.510619	0.000000	3	55	-70.848114	-9.031987	-1.148415	0.639436	-0.096435	-0.762772	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.5976	156	35227	0	55	62.158665	35.701462	-122.527670	0.993389	0.037053	-0.004072	0.108580	2	55	-68.299591	17.010796	-0.937706	0.267485	-0.817223	0.510488	0.000000	3	55	-70.849655	-9.027453	-1.155930	0.639450	-0.096451	-0.762759	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6076	157	35447	0	55	62.161446	35.701630	-122.526790	0.993389	0.037035	-0.004087	0.108587	2	55	-68.309196	17.023277	-0.928398	0.267516	-0.817389	0.510207	0.000000	3	55	-70.862358	-9.029268	-1.152733	0.639500	-0.096441	-0.762718	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6176	158	35668	0	55	62.164429	35.707195	-122.525540	0.993388	0.037056	-0.004088	0.108588	2	55	-68.311417	17.042406	-0.920464	0.267660	-0.817573	0.509836	0.000000	3	55	-70.866257	-9.032250	-1.158005	0.639498	-0.096458	-0.762718	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6276	159	35888	0	55	62.155182	35.706005	-122.523280	0.993385	0.037134	-0.004048	0.108586	2	55	-68.306557	17.051338	-0.935730	0.267671	-0.817588	0.509807	0.000000	3	55	-70.855515	-9.032827	-1.166489	0.639457	-0.096450	-0.762753	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6376	160	36109	0	55	62.146313	35.700722	-122.519580	0.993387	0.037096	-0.004032	0.108585	2	55	-68.303650	17.048527	-0.947311	0.267653	-0.817633	0.509744	0.000000	3	55	-70.847244	-9.033763	-1.174477	0.639451	-0.096459	-0.762757	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6476	161	36329	0	55	62.149319	35.703800	-122.521130	0.993388	0.037090	-0.004051	0.108576	2	55	-68.305740	17.055780	-0.939285	0.267705	-0.817739	0.509546	0.000000	3	55	-70.856705	-9.036011	-1.174294	0.639495	-0.096451	-0.762721	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6576	162	36549	0	55	62.152069	35.704166	-122.518880	0.993387	0.037108	-0.004074	0.108578	2	55	-68.296616	17.082817	-0.925018	0.267875	-0.817826	0.509318	0.000000	3	55	-70.860718	-9.031571	-1.170296	0.639517	-0.096479	-0.762699	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6676	163	36770	0	55	62.152088	35.705250	-122.517800	0.993386	0.037132	-0.004081	0.108579	2	55	-68.274834	17.093483	-0.928787	0.268013	-0.817639	0.509544	0.000000	3	55	-70.856728	-9.028767	-1.167381	0.639501	-0.096500	-0.762710	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6776	164	36990	0	55	62.149570	35.701576	-122.513440	0.993386	0.037116	-0.004074	0.108585	2	55	-68.266052	17.099705	-0.924683	0.268061	-0.817693	0.509432	0.000000	3	55	-70.850006	-9.022623	-1.168861	0.639484	-0.096527	-0.762721	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6875	165	37210	0	55	62.145660	35.702278	-122.507300	0.993383	0.037139	-0.004072	0.108605	2	55	-68.238419	17.115543	-0.931808	0.268235	-0.817521	0.509617	0.000000	3	55	-70.847649	-9.025888	-1.176193	0.639485	-0.096548	-0.762717	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.6975	166	37430	0	55	62.148232	35.705231	-122.509820	0.993380	0.037192	-0.004081	0.108610	2	55	-68.240181	17.128929	-0.926453	0.268316	-0.817599	0.509449	0.000000	3	55	-70.853622	-9.030439	-1.162621	0.639498	-0.096507	-0.762712	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7075	167	37651	0	55	62.145031	35.711708	-122.507200	0.993372	0.037304	-0.004068	0.108647	2	55	-68.226952	17.102608	-0.942902	0.268119	-0.817196	0.510199	0.000000	3	55	-70.846443	-9.030712	-1.169632	0.639459	-0.096559	-0.762738	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7175	168	37871	0	55	62.137947	35.708282	-122.505100	0.993370	0.037321	-0.004046	0.108659	2	55	-68.238564	17.066099	-0.955330	0.267766	-0.817083	0.510566	0.000000	3	55	-70.841629	-9.029419	-1.174614	0.639451	-0.096557	-0.762744	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7275	169	38091	0	55	62.143593	35.704823	-122.503670	0.993374	0.037264	-0.004077	0.108640	2	55	-68.243423	17.074093	-0.941292	0.267836	-0.817225	0.510301	0.000000	3	55	-70.853394	-9.027279	-1.175804	0.639507	-0.096519	-0.762703	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7375	170	38311	0	55	62.147110	35.708950	-122.502610	0.993369	0.037333	-0.004081	0.108667	2	55	-68.217300	17.092487	-0.930481	0.267993	-0.816985	0.510603	0.000000	3	55	-70.853157	-9.022892	-1.167610	0.639487	-0.096576	-0.762712	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7475	171	38532	0	55	62.145588	35.702282	-122.499980	0.993368	0.037324	-0.004071	0.108674	2	55	-68.214165	17.094423	-0.938522	0.267973	-0.816973	0.510632	0.000000	3	55	-70.841782	-9.019366	-1.173477	0.639440	-0.096606	-0.762747	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7575	172	38752	0	55	62.142914	35.703098	-122.506030	0.993372	0.037273	-0.004050	0.108662	2	55	-68.218124	17.071526	-0.944222	0.267878	-0.816871	0.510846	0.000000	3	55	-70.833351	-9.024180	-1.168816	0.639400	-0.096589	-0.762784	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7674	173	38972	0	55	62.140030	35.703537	-122.502820	0.993367	0.037317	-0.004030	0.108688	2	55	-68.226570	17.055359	-0.957855	0.267689	-0.816768	0.511109	0.000000	3	55	-70.840904	-9.028282	-1.170097	0.639424	-0.096581	-0.762764	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7775	174	39193	0	55	62.144573	35.706722	-122.502190	0.993367	0.037313	-0.004047	0.108693	2	55	-68.233192	17.031099	-0.966911	0.267547	-0.816652	0.511369	0.000000	3	55	-70.850227	-9.031303	-1.180435	0.639451	-0.096581	-0.762742	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7874	175	39413	0	55	62.145943	35.702400	-122.499010	0.993372	0.037289	-0.004049	0.108656	2	55	-68.249474	17.013355	-0.976830	0.267409	-0.816711	0.511347	0.000000	3	55	-70.844643	-9.030409	-1.177765	0.639431	-0.096523	-0.762766	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.7975	176	39634	0	55	62.137505	35.702419	-122.496960	0.993368	0.037313	-0.004000	0.108685	2	55	-68.264145	17.001461	-0.995743	0.267236	-0.816720	0.511422	0.000000	3	55	-70.831100	-9.025252	-1.189087	0.639377	-0.096596	-0.762802	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8074	177	39854	0	55	62.143223	35.701645	-122.497180	0.993370	0.037286	-0.004023	0.108670	2	55	-68.268333	17.003460	-0.988708	0.267256	-0.816799	0.511287	0.000000	3	55	-70.837921	-9.026951	-1.177620	0.639398	-0.096573	-0.762787	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8174	178	40074	0	55	62.151733	35.699734	-122.504040	0.993378	0.037170	-0.004064	0.108638	2	55	-68.253960	17.014912	-0.972054	0.267483	-0.816791	0.511180	0.000000	3	55	-70.838493	-9.026457	-1.161446	0.639407	-0.096562	-0.762781	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8274	179	40295	0	55	62.150452	35.703148	-122.509220	0.993372	0.037233	-0.004046	0.108669	2	55	-68.247658	17.011524	-0.968834	0.267406	-0.816726	0.511324	0.000000	3	55	-70.830093	-9.024136	-1.148659	0.639352	-0.096615	-0.762820	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8374	180	40515	0	55	62.153316	35.700417	-122.509860	0.993377	0.037185	-0.004060	0.108643	2	55	-68.268906	17.010759	-0.969109	0.267391	-0.816943	0.510985	0.000000	3	55	-70.838264	-9.027966	-1.157784	0.639386	-0.096562	-0.762798	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8474	181	40735	0	55	62.150215	35.699818	-122.507870	0.993378	0.037165	-0.004047	0.108640	2	55	-68.249924	17.017696	-0.962349	0.267530	-0.816858	0.511048	0.000000	3	55	-70.841187	-9.025334	-1.160103	0.639405	-0.096541	-0.762785	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	375								14	311								15	311							
1.8574	182	40955	0	55	62.150616	35.701576	-122.503000	0.993379	0.037162	-0.004047	0.108634	2	55	-68.255890	17.006365	-0.981682	0.267489	-0.816906	0.510993	0.000000	3	55	-70.846458	-9.025777	-1.167160	0.639430	-0.096539	-0.762764	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8674	183	41176	0	55	62.151455	35.698780	-122.504550	0.993382	0.037096	-0.004058	0.108623	2	55	-68.252914	17.001320	-0.978371	0.267482	-0.816930	0.510958	0.000000	3	55	-70.835106	-9.018175	-1.165794	0.639396	-0.096581	-0.762788	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8774	184	41396	0	55	62.150421	35.701214	-122.507650	0.993379	0.037126	-0.004048	0.108645	2	55	-68.272804	17.003075	-0.973869	0.267382	-0.817110	0.510724	0.000000	3	55	-70.831650	-9.018971	-1.150505	0.639369	-0.096603	-0.762807	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8873	185	41616	0	55	62.149090	35.705540	-122.510580	0.993374	0.037166	-0.004046	0.108672	2	55	-68.273926	17.009735	-0.961578	0.267368	-0.817133	0.510693	0.000000	3	55	-70.834755	-9.016706	-1.145317	0.639379	-0.096644	-0.762794	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.8974	186	41837	0	55	62.152489	35.705654	-122.510460	0.993378	0.037134	-0.004083	0.108648	2	55	-68.255760	17.009443	-0.952965	0.267464	-0.817028	0.510811	0.000000	3	55	-70.844650	-9.018583	-1.147598	0.639434	-0.096595	-0.762754	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9073	187	42057	0	55	62.143787	35.708305	-122.506570	0.993373	0.037220	-0.004046	0.108664	2	55	-68.250984	17.017479	-0.964935	0.267474	-0.816991	0.510865	0.000000	3	55	-70.836533	-9.022267	-1.160179	0.639405	-0.096606	-0.762777	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9174	188	42278	0	55	62.137764	35.707424	-122.497370	0.993368	0.037307	-0.004020	0.108680	2	55	-68.238640	17.038046	-0.976669	0.267577	-0.816951	0.510875	0.000000	3	55	-70.832825	-9.016627	-1.170532	0.639387	-0.096642	-0.762788	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9273	189	42498	0	55	62.136776	35.704536	-122.492920	0.993370	0.037279	-0.004025	0.108679	2	55	-68.248222	17.044312	-0.987129	0.267601	-0.817031	0.510734	0.000000	3	55	-70.833687	-9.018826	-1.185318	0.639401	-0.096639	-0.762776	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9373	190	42718	0	55	62.135349	35.710796	-122.491810	0.993366	0.037311	-0.004023	0.108699	2	55	-68.240158	17.051407	-0.987297	0.267657	-0.817053	0.510670	0.000000	3	55	-70.830612	-9.020786	-1.182915	0.639384	-0.096655	-0.762789	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9473	191	42939	0	55	62.134743	35.710163	-122.493390	0.993367	0.037288	-0.004017	0.108698	2	55	-68.224876	17.049442	-0.995178	0.267690	-0.816889	0.510916	0.000000	3	55	-70.828659	-9.016791	-1.183548	0.639378	-0.096668	-0.762792	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9573	192	43159	0	55	62.137894	35.713280	-122.490940	0.993360	0.037388	-0.004027	0.108730	2	55	-68.225029	17.041960	-0.999016	0.267524	-0.816777	0.511182	0.000000	3	55	-70.829849	-9.014274	-1.180672	0.639373	-0.096689	-0.762793	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9673	193	43379	0	55	62.135315	35.708916	-122.488960	0.993363	0.037376	-0.004010	0.108709	2	55	-68.205009	17.056381	-0.996490	0.267711	-0.816625	0.511327	0.000000	3	55	-70.831306	-9.013867	-1.195251	0.639384	-0.096637	-0.762790	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9773	194	43599	0	55	62.132797	35.705860	-122.487780	0.993365	0.037369	-0.004009	0.108691	2	55	-68.171516	17.075481	-0.999474	0.267971	-0.816421	0.511516	0.000000	3	55	-70.827606	-9.014499	-1.207313	0.639390	-0.096603	-0.762790	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9873	195	43820	0	55	62.131969	35.705585	-122.488840	0.993365	0.037378	-0.004001	0.108690	2	55	-68.166382	17.078482	-1.004295	0.268031	-0.816400	0.511518	0.000000	3	55	-70.822487	-9.018337	-1.206169	0.639368	-0.096592	-0.762810	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
1.9973	196	44040	0	55	62.132393	35.704014	-122.488990	0.993365	0.037360	-0.003998	0.108696	2	55	-68.186287	17.075371	-1.004822	0.267940	-0.816556	0.511316	0.000000	3	55	-70.814529	-9.020571	-1.200195	0.639332	-0.096613	-0.762837	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.0073	197	44260	0	55	62.140556	35.699093	-122.496010	0.993376	0.037208	-0.004032	0.108640	2	55	-68.209328	17.046738	-0.992287	0.267816	-0.816752	0.511067	0.000000	3	55	-70.815926	-9.019583	-1.187950	0.639350	-0.096551	-0.762830	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.0172	198	44480	0	55	62.143795	35.704075	-122.500690	0.993377	0.037198	-0.004039	0.108637	2	55	-68.224823	17.023155	-0.989761	0.267645	-0.816792	0.511095	0.000000	3	55	-70.816727	-9.029051	-1.180374	0.639352	-0.096515	-0.762833	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.0273	199	44701	0	55	62.143509	35.706127	-122.505290	0.993377	0.037203	-0.004036	0.108633	2	55	-68.208885	17.025108	-0.977470	0.267722	-0.816654	0.511274	0.000000	3	55	-70.817429	-9.027735	-1.165230	0.639349	-0.096524	-0.762834	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.0372	200	44921	0	55	62.142750	35.702103	-122.506350	0.993380	0.037185	-0.004029	0.108616	2	55	-68.223022	17.012285	-0.981216	0.267600	-0.816688	0.511284	0.000000	3	55	-70.815414	-9.028883	-1.167053	0.639345	-0.096505	-0.762840	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.0472	201	45141	0	55	62.152283	35.704048	-122.506840	0.993381	0.037164	-0.004069	0.108615	2	55	-68.263252	16.991596	-0.972656	0.267346	-0.816947	0.511003	0.000000	3	55	-70.828575	-9.032911	-1.166893	0.639388	-0.096492	-0.762806	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
