AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 9 Id	Sensor 9 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 10 Id	Sensor 10 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 11 Id	Sensor 11 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 12 Id	Sensor 12 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz Sensor 13 Id	Sensor 13 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 14 Id	Sensor 14 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 15 Id	Sensor 15 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 16 Id	Sensor 16 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
2.7867	275	61446	0	55	62.135353	35.705296	-122.503330	0.993364	0.037375	-0.004039	0.108698	2	55	-68.280159	17.017502	-0.987923	0.267244	-0.816986	0.510993	0.000000	3	55	-70.815346	-9.013689	-1.183670	0.639340	-0.096627	-0.762829	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.7966	276	61666	0	55	62.132851	35.706539	-122.507940	0.993370	0.037316	-0.004016	0.108661	2	55	-68.275459	17.035892	-0.984367	0.267470	-0.817172	0.510577	0.000000	3	55	-70.811211	-9.022917	-1.178116	0.639315	-0.096612	-0.762851	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8066	277	61886	0	55	62.134735	35.705772	-122.508920	0.993369	0.037323	-0.004020	0.108667	2	55	-68.285599	17.017914	-0.986984	0.267278	-0.817158	0.510701	0.000000	3	55	-70.818558	-9.027841	-1.183754	0.639342	-0.096588	-0.762832	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8166	278	62106	0	55	62.139542	35.707642	-122.515080	0.993371	0.037280	-0.004035	0.108660	2	55	-68.289970	17.017836	-0.968445	0.267346	-0.817222	0.510563	0.000000	3	55	-70.820030	-9.032332	-1.172424	0.639334	-0.096609	-0.762836	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8266	279	62327	0	55	62.141659	35.707779	-122.520740	0.993375	0.037234	-0.004026	0.108648	2	55	-68.286049	17.035351	-0.960083	0.267509	-0.817298	0.510356	0.000000	3	55	-70.822884	-9.026671	-1.173538	0.639340	-0.096592	-0.762833	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8366	280	62547	0	55	62.142086	35.707951	-122.518770	0.993372	0.037248	-0.004029	0.108663	2	55	-68.257462	17.032742	-0.964691	0.267559	-0.816965	0.510862	0.000000	3	55	-70.822250	-9.029849	-1.162346	0.639337	-0.096588	-0.762836	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8466	281	62767	0	55	62.144173	35.705894	-122.518150	0.993374	0.037204	-0.004047	0.108659	2	55	-68.250717	17.054775	-0.945694	0.267730	-0.817125	0.510517	0.000000	3	55	-70.823952	-9.031807	-1.162949	0.639357	-0.096605	-0.762817	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8566	282	62988	0	55	62.152752	35.705692	-122.523160	0.993376	0.037164	-0.004070	0.108659	2	55	-68.252884	17.071743	-0.933014	0.267849	-0.817290	0.510190	0.000000	3	55	-70.832863	-9.031340	-1.156151	0.639382	-0.096627	-0.762794	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8666	283	63208	0	55	62.154869	35.701881	-122.522590	0.993380	0.037112	-0.004070	0.108641	2	55	-68.233421	17.084902	-0.934006	0.268001	-0.817288	0.510113	0.000000	3	55	-70.835297	-9.031853	-1.171417	0.639394	-0.096594	-0.762787	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8766	284	63429	0	55	62.148399	35.706142	-122.519450	0.993375	0.037180	-0.004035	0.108667	2	55	-68.217293	17.093832	-0.937744	0.268066	-0.817180	0.510253	0.000000	3	55	-70.834053	-9.035168	-1.176880	0.639385	-0.096593	-0.762796	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8866	285	63649	0	55	62.142315	35.706741	-122.516750	0.993369	0.037220	-0.004010	0.108702	2	55	-68.207108	17.058582	-0.950630	0.267777	-0.816836	0.510955	0.000000	3	55	-70.831238	-9.028078	-1.182312	0.639375	-0.096622	-0.762800	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.8966	286	63869	0	55	62.145794	35.705791	-122.517360	0.993366	0.037243	-0.004026	0.108728	2	55	-68.201195	17.050123	-0.957222	0.267703	-0.816593	0.511382	0.000000	3	55	-70.834007	-9.022434	-1.180832	0.639385	-0.096624	-0.762791	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9066	287	64090	0	55	62.149906	35.705952	-122.522060	0.993371	0.037177	-0.004047	0.108702	2	55	-68.190880	17.071373	-0.951553	0.267985	-0.816640	0.511158	0.000000	3	55	-70.842728	-9.025250	-1.175499	0.639422	-0.096599	-0.762764	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9166	288	64310	0	55	62.152809	35.704479	-122.519970	0.993373	0.037164	-0.004070	0.108681	2	55	-68.197144	17.060982	-0.957886	0.267891	-0.816698	0.511115	0.000000	3	55	-70.849915	-9.025229	-1.175903	0.639459	-0.096565	-0.762737	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9265	289	64529	0	55	62.151295	35.704823	-122.512080	0.993369	0.037205	-0.004081	0.108704	2	55	-68.196404	17.043163	-0.968582	0.267727	-0.816503	0.511512	0.000000	3	55	-70.850128	-9.027085	-1.174759	0.639465	-0.096599	-0.762727	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9362	290	64743	0	55	62.155235	35.698124	-122.514980	0.993381	0.037064	-0.004107	0.108649	2	55	-68.212631	17.021336	-0.961319	0.267650	-0.816634	0.511344	0.000000	3	55	-70.851471	-9.025166	-1.172340	0.639490	-0.096539	-0.762714	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9459	291	64956	0	55	62.156624	35.701862	-122.510890	0.993378	0.037107	-0.004109	0.108657	2	55	-68.215820	17.012028	-0.976631	0.267572	-0.816588	0.511458	0.000000	3	55	-70.854538	-9.026506	-1.169899	0.639486	-0.096550	-0.762716	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
2.9556	292	65170	0	55	62.154003	35.706131	-122.508960	0.993372	0.037202	-0.004088	0.108684	2	55	-68.214066	17.009308	-0.981224	0.267505	-0.816392	0.511805	0.000000	3	55	-70.863380	-9.028202	-1.172394	0.639495	-0.096541	-0.762710	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
2.9653	293	65384	0	55	62.153053	35.706432	-122.514060	0.993372	0.037210	-0.004084	0.108676	2	55	-68.231651	17.020565	-0.964645	0.267542	-0.816576	0.511493	0.000000	3	55	-70.865097	-9.031787	-1.154358	0.639495	-0.096536	-0.762711	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9752	294	65604	0	55	62.159813	35.707207	-122.519040	0.993379	0.037129	-0.004118	0.108644	2	55	-68.248184	17.027069	-0.955910	0.267618	-0.816867	0.510988	0.000000	3	55	-70.868889	-9.030523	-1.145927	0.639510	-0.096537	-0.762698	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9852	295	65824	0	55	62.167530	35.713917	-122.523930	0.993378	0.037170	-0.004149	0.108637	2	55	-68.247086	17.036518	-0.954979	0.267721	-0.816844	0.510971	0.000000	3	55	-70.876251	-9.035183	-1.134842	0.639530	-0.096545	-0.762680	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
2.9952	296	66044	0	55	62.166328	35.717476	-122.519620	0.993375	0.037186	-0.004150	0.108654	2	55	-68.238228	17.047142	-0.945648	0.267802	-0.816824	0.510961	0.000000	3	55	-70.881157	-9.038173	-1.136467	0.639547	-0.096581	-0.762661	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0052	297	66265	0	55	62.159912	35.711014	-122.515820	0.993378	0.037148	-0.004121	0.108644	2	55	-68.247368	17.033920	-0.957855	0.267701	-0.816836	0.510995	0.000000	3	55	-70.868958	-9.033447	-1.139458	0.639507	-0.096592	-0.762693	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0152	298	66485	0	55	62.158558	35.713039	-122.516360	0.993376	0.037150	-0.004118	0.108659	2	55	-68.261444	17.033550	-0.955635	0.267632	-0.816976	0.510807	0.000000	3	55	-70.870491	-9.033754	-1.136047	0.639518	-0.096602	-0.762683	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0252	299	66706	0	55	62.163162	35.711720	-122.518090	0.993381	0.037076	-0.004142	0.108640	2	55	-68.248276	17.068043	-0.930603	0.268000	-0.817153	0.510330	0.000000	3	55	-70.868423	-9.038462	-1.129425	0.639521	-0.096575	-0.762684	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0352	300	66926	0	55	62.159592	35.713085	-122.516200	0.993379	0.037117	-0.004118	0.108648	2	55	-68.236305	17.087273	-0.934349	0.268123	-0.817181	0.510220	0.000000	3	55	-70.864075	-9.037587	-1.135696	0.639495	-0.096603	-0.762702	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0452	301	67147	0	55	62.159622	35.710205	-122.511550	0.993378	0.037134	-0.004109	0.108645	2	55	-68.249504	17.080723	-0.939568	0.268034	-0.817194	0.510248	0.000000	3	55	-70.861801	-9.042658	-1.145004	0.639486	-0.096555	-0.762715	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0552	302	67367	0	55	62.157398	35.705940	-122.503790	0.993382	0.037086	-0.004099	0.108629	2	55	-68.235374	17.088005	-0.952370	0.268183	-0.817137	0.510260	0.000000	3	55	-70.850952	-9.040131	-1.151939	0.639459	-0.096569	-0.762736	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0652	303	67587	0	55	62.159321	35.709980	-122.500690	0.993382	0.037080	-0.004109	0.108629	2	55	-68.224312	17.068001	-0.960289	0.268122	-0.816917	0.510645	0.000000	3	55	-70.852165	-9.039578	-1.152634	0.639465	-0.096558	-0.762733	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0751	304	67807	0	55	62.158047	35.705593	-122.494930	0.993381	0.037094	-0.004099	0.108637	2	55	-68.201859	17.059776	-0.965332	0.268106	-0.816621	0.511125	0.000000	3	55	-70.855339	-9.035498	-1.165138	0.639477	-0.096539	-0.762725	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0852	305	68028	0	55	62.153965	35.698723	-122.493610	0.993384	0.037053	-0.004092	0.108625	2	55	-68.208664	17.042368	-0.977684	0.267955	-0.816609	0.511224	0.000000	3	55	-70.849129	-9.035259	-1.168411	0.639471	-0.096496	-0.762736	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.0951	306	68248	0	55	62.152771	35.695690	-122.493290	0.993385	0.037070	-0.004085	0.108604	2	55	-68.210533	17.033876	-0.986290	0.267887	-0.816594	0.511284	0.000000	3	55	-70.844048	-9.038107	-1.169518	0.639452	-0.096471	-0.762754	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1051	307	68468	0	55	62.160702	35.702106	-122.498520	0.993384	0.037097	-0.004121	0.108605	2	55	-68.220627	17.034563	-0.969086	0.267855	-0.816746	0.511058	0.000000	3	55	-70.861816	-9.044479	-1.161499	0.639513	-0.096426	-0.762709	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1151	308	68688	0	55	62.160034	35.701405	-122.494250	0.993382	0.037127	-0.004110	0.108612	2	55	-68.204773	17.039434	-0.979805	0.267929	-0.816540	0.511348	0.000000	3	55	-70.854507	-9.040630	-1.169571	0.639479	-0.096450	-0.762735	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1251	309	68909	0	55	62.154976	35.702427	-122.491000	0.993379	0.037159	-0.004075	0.108628	2	55	-68.200516	17.025249	-1.002052	0.267809	-0.816322	0.511759	0.000000	3	55	-70.855606	-9.036574	-1.181191	0.639468	-0.096480	-0.762740	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1351	310	69129	0	55	62.155041	35.706646	-122.490590	0.993375	0.037223	-0.004078	0.108647	2	55	-68.211357	17.018318	-1.005714	0.267702	-0.816322	0.511815	0.000000	3	55	-70.857414	-9.041098	-1.177193	0.639479	-0.096452	-0.762735	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1451	311	69350	0	55	62.157597	35.711788	-122.499000	0.993375	0.037234	-0.004091	0.108645	2	55	-68.210724	17.004173	-1.004639	0.267632	-0.816198	0.512049	0.000000	3	55	-70.859932	-9.036376	-1.160942	0.639478	-0.096495	-0.762730	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1551	312	69570	0	55	62.158867	35.710915	-122.503460	0.993375	0.037212	-0.004097	0.108647	2	55	-68.227219	17.005589	-0.988907	0.267566	-0.816406	0.511752	0.000000	3	55	-70.862968	-9.033872	-1.158859	0.639486	-0.096518	-0.762720	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1651	313	69791	0	55	62.159431	35.707169	-122.500830	0.993376	0.037206	-0.004110	0.108641	2	55	-68.249313	17.034601	-0.981804	0.267686	-0.816861	0.510962	0.000000	3	55	-70.869751	-9.032955	-1.169167	0.639523	-0.096508	-0.762690	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1751	314	70011	0	55	62.154545	35.701061	-122.503510	0.993376	0.037205	-0.004094	0.108638	2	55	-68.256729	17.027317	-0.993240	0.267577	-0.816837	0.511057	0.000000	3	55	-70.860184	-9.035817	-1.161217	0.639502	-0.096503	-0.762708	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1851	315	70231	0	55	62.153511	35.702274	-122.496960	0.993373	0.037228	-0.004089	0.108657	2	55	-68.252068	17.045593	-0.988213	0.267680	-0.816954	0.510817	0.000000	3	55	-70.860359	-9.031489	-1.175392	0.639499	-0.096535	-0.762707	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.1951	316	70451	0	55	62.151623	35.703564	-122.491770	0.993371	0.037240	-0.004080	0.108676	2	55	-68.245567	17.042908	-0.996582	0.267673	-0.816845	0.510995	0.000000	3	55	-70.860443	-9.027992	-1.183144	0.639498	-0.096562	-0.762704	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2051	317	70672	0	55	62.150471	35.703613	-122.494660	0.993369	0.037246	-0.004078	0.108694	2	55	-68.252098	17.040340	-0.993729	0.267587	-0.816900	0.510951	0.000000	3	55	-70.857323	-9.024738	-1.177032	0.639486	-0.096608	-0.762709	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2151	318	70892	0	55	62.154510	35.702003	-122.501360	0.993375	0.037182	-0.004093	0.108663	2	55	-68.267021	17.043537	-0.985611	0.267640	-0.817054	0.510677	0.000000	3	55	-70.864998	-9.024517	-1.168945	0.639514	-0.096574	-0.762689	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2250	319	71112	0	55	62.159542	35.701561	-122.505610	0.993376	0.037194	-0.004115	0.108647	2	55	-68.278641	17.030994	-0.975166	0.267487	-0.817150	0.510605	0.000000	3	55	-70.864983	-9.029669	-1.156715	0.639515	-0.096525	-0.762695	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2350	320	71332	0	55	62.160213	35.702232	-122.508710	0.993376	0.037186	-0.004119	0.108645	2	55	-68.272369	17.053909	-0.957527	0.267658	-0.817216	0.510410	0.000000	3	55	-70.868362	-9.028387	-1.156006	0.639527	-0.096543	-0.762682	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2450	321	71553	0	55	62.157795	35.700432	-122.510410	0.993379	0.037132	-0.004109	0.108639	2	55	-68.258560	17.065826	-0.948624	0.267800	-0.817204	0.510354	0.000000	3	55	-70.869225	-9.028084	-1.160522	0.639541	-0.096540	-0.762671	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2550	322	71773	0	55	62.158535	35.704418	-122.508620	0.993376	0.037192	-0.004119	0.108643	2	55	-68.250526	17.049461	-0.964333	0.267699	-0.817004	0.510727	0.000000	3	55	-70.870712	-9.030788	-1.156319	0.639550	-0.096489	-0.762670	0.000000	4	55								5	119								6	119								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2650	323	71993	0	55	62.158779	35.709591	-122.507730	0.993368	0.037266	-0.004103	0.108697	2	55	-68.240685	17.041538	-0.971313	0.267581	-0.816776	0.511153	0.000000	3	55	-70.867874	-9.029303	-1.154991	0.639522	-0.096563	-0.762684	0.000000	4	55								5	119								6	119								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2750	324	72213	0	55	62.164543	35.721024	-122.511990	0.993363	0.037310	-0.004109	0.108720	2	55	-68.229233	17.065620	-0.954674	0.267779	-0.816799	0.511013	0.000000	3	55	-70.872345	-9.032442	-1.143341	0.639511	-0.096626	-0.762686	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2850	325	72434	0	55	62.163677	35.721771	-122.513510	0.993363	0.037329	-0.004096	0.108720	2	55	-68.232147	17.059565	-0.960136	0.267722	-0.816715	0.511177	0.000000	3	55	-70.872864	-9.032577	-1.139633	0.639504	-0.096637	-0.762690	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.2950	326	72654	0	55	62.167244	35.718185	-122.514570	0.993367	0.037290	-0.004124	0.108695	2	55	-68.241150	17.035435	-0.966690	0.267557	-0.816655	0.511358	0.000000	3	55	-70.880081	-9.034014	-1.145691	0.639550	-0.096550	-0.762662	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.3050	327	72875	0	55	62.168018	35.715683	-122.506550	0.993367	0.037295	-0.004122	0.108693	2	55	-68.235153	17.045538	-0.972420	0.267661	-0.816573	0.511436	0.000000	3	55	-70.876892	-9.030145	-1.155808	0.639531	-0.096562	-0.762677	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.3150	328	73095	0	55	62.159138	35.720116	-122.505610	0.993360	0.037374	-0.004091	0.108733	2	55	-68.220535	17.030266	-0.988541	0.267526	-0.816349	0.511864	0.000000	3	55	-70.864815	-9.029686	-1.155983	0.639484	-0.096629	-0.762708	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.3250	329	73316	0	55	62.156425	35.721539	-122.507740	0.993362	0.037321	-0.004084	0.108731	2	55	-68.242844	17.020542	-0.988983	0.267462	-0.816543	0.511587	0.000000	3	55	-70.867508	-9.030392	-1.159050	0.639502	-0.096637	-0.762692	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.3350	330	73536	0	55	62.153500	35.715893	-122.506480	0.993364	0.037292	-0.004066	0.108727	2	55	-68.251900	16.992592	-1.004692	0.267236	-0.816491	0.511789	0.000000	3	55	-70.856186	-9.023445	-1.163551	0.639458	-0.096654	-0.762726	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.3449	331	73756	0	55	62.150311	35.709206	-122.503550	0.993368	0.037252	-0.004062	0.108699	2	55	-68.260414	16.991669	-1.004944	0.267228	-0.816708	0.511447	0.000000	3	55	-70.842102	-9.023212	-1.169319	0.639416	-0.096630	-0.762764	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.3549	332	73976	0	55	62.147869	35.705681	-122.504040	0.993369	0.037223	-0.004058	0.108699	2	55	-68.271179	16.987255	-0.997665	0.267125	-0.816855	0.511265	0.000000	3	55	-70.834557	-9.019922	-1.169861	0.639391	-0.096684	-0.762779	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.3649	333	74197	0	55	62.144131	35.705070	-122.507990	0.993374	0.037190	-0.004048	0.108671	2	55	-68.268837	16.970036	-1.000687	0.267077	-0.816723	0.511501	0.000000	3	55	-70.826523	-9.018411	-1.168869	0.639370	-0.096657	-0.762799	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.3749	334	74417	0	55	62.140633	35.699902	-122.506920	0.993378	0.037129	-0.004049	0.108650	2	55	-68.274178	16.959700	-0.995155	0.267022	-0.816747	0.511492	0.000000	3	55	-70.824333	-9.022318	-1.176270	0.639376	-0.096601	-0.762802	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.3849	335	74637	0	55	62.145447	35.698536	-122.512380	0.993383	0.037064	-0.004073	0.108631	2	55	-68.273094	16.973457	-0.972366	0.267169	-0.816907	0.511159	0.000000	3	55	-70.829483	-9.027411	-1.168007	0.639401	-0.096565	-0.762785	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.3949	336	74857	0	55	62.145256	35.699429	-122.516630	0.993386	0.037038	-0.004067	0.108611	2	55	-68.273087	16.997866	-0.948494	0.267381	-0.817119	0.510710	0.000000	3	55	-70.819809	-9.028887	-1.153893	0.639357	-0.096609	-0.762817	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.4049	337	75078	0	55	62.143368	35.700436	-122.518190	0.993386	0.037071	-0.004057	0.108601	2	55	-68.261971	17.001497	-0.945930	0.267413	-0.817059	0.510788	0.000000	3	55	-70.817467	-9.030930	-1.152924	0.639357	-0.096585	-0.762820	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.4149	338	75298	0	55	62.150177	35.698380	-122.513440	0.993387	0.037053	-0.004085	0.108592	2	55	-68.268692	17.033337	-0.938454	0.267623	-0.817383	0.510160	0.000000	3	55	-70.828224	-9.031401	-1.153374	0.639392	-0.096560	-0.762794	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
3.4249	339	75519	0	55	62.150017	35.699974	-122.512190	0.993389	0.037031	-0.004089	0.108579	2	55	-68.258904	17.049719	-0.929909	0.267806	-0.817480	0.509908	0.000000	3	55	-70.829247	-9.035130	-1.156433	0.639399	-0.096525	-0.762792	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.4349	340	75739	0	55	62.147816	35.701485	-122.509270	0.993384	0.037104	-0.004081	0.108602	2	55	-68.254539	17.039818	-0.947487	0.267724	-0.817279	0.510274	0.000000	3	55	-70.836716	-9.034037	-1.161598	0.639429	-0.096538	-0.762765	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.4449	341	75960	0	55	62.152020	35.705944	-122.503850	0.993377	0.037194	-0.004098	0.108634	2	55	-68.248055	17.042343	-0.955170	0.267693	-0.817097	0.510581	0.000000	3	55	-70.843643	-9.031362	-1.163590	0.639449	-0.096560	-0.762746	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.4549	342	76180	0	55	62.149277	35.707348	-122.504940	0.993380	0.037159	-0.004076	0.108622	2	55	-68.232109	17.052105	-0.948792	0.267891	-0.816980	0.510664	0.000000	3	55	-70.848564	-9.041724	-1.170204	0.639468	-0.096512	-0.762736	0.000000	4	119								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.4649	343	76400	0	55	62.151100	35.705845	-122.500550	0.993378	0.037191	-0.004081	0.108631	2	55	-68.228172	17.038965	-0.959053	0.267793	-0.816799	0.511004	0.000000	3	55	-70.854050	-9.048020	-1.174263	0.639483	-0.096480	-0.762728	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
3.4748	344	76620	0	55	62.151386	35.708157	-122.492370	0.993373	0.037242	-0.004084	0.108656	2	55	-68.228394	17.010033	-0.981827	0.267588	-0.816557	0.511499	0.000000	3	55	-70.858871	-9.041374	-1.188377	0.639503	-0.096534	-0.762703	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
