AudioTime[s]	MeasId	WavId	Sensor X Id	Sensor X Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.0388	0	855	0	55	    63	35.654179	-123.014660	0.994842	0.015387	-0.026681	0.096652	2	55	-84.484940000000	-23.962658000000	-25.599152000000	0.997002000000	0.067819000000	0.037264000000	0.000000000000	3	55	-85.940964000000	13.287918000000	-0.421890000000	0.673805000000	-0.732383000000	-0.097988000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311							15.0000	311	
0.0488	1	1075	0	55	    63	35.656502	-123.018430	0.994843	0.015360	-0.026666	0.096643	2	55	-84.468964000000	-23.973999000000	-25.599396000000	0.997007000000	0.067789000000	0.037171000000	0.000000000000	3	55	-85.940369000000	13.275959000000	-0.417099000000	0.673804000000	-0.732378000000	-0.098041000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311							15.0000	311	
0.0587	2	1295	0	55	    63	35.655697	-123.015140	0.994844	0.015351	-0.026649	0.096642	2	55	-84.469467000000	-23.973667000000	-25.604858000000	0.997005000000	0.067796000000	0.037219000000	0.000000000000	3	55	-85.938110000000	13.286404000000	-0.433723000000	0.673840000000	-0.732348000000	-0.098009000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311							15.0000	311	
0.0687	3	1515	0	55	    63	35.658119	-123.013010	0.994846	0.015350	-0.026640	0.096626	2	55	-84.476669000000	-23.971151000000	-25.599541000000	0.996997000000	0.067857000000	0.037311000000	0.000000000000	3	55	-85.939011000000	13.288857000000	-0.446709000000	0.673862000000	-0.732326000000	-0.098026000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311							15.0000	311	
0.0787	4	1736	0	55	    63	35.656719	-123.018890	0.994849	0.015297	-0.026654	0.096601	2	55	-84.485069000000	-23.957207000000	-25.588226000000	0.996984000000	0.067993000000	0.037408000000	0.000000000000	3	55	-85.938599000000	13.283772000000	-0.437500000000	0.673894000000	-0.732291000000	-0.098068000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311							15.0000	311	
0.0887	5	1956	0	55	    63	35.654305	-123.018680	0.994851	0.015262	-0.026635	0.096588	2	55	-84.476303000000	-23.936596000000	-25.585533000000	0.996974000000	0.068143000000	0.037413000000	0.000000000000	3	55	-85.932007000000	13.284979000000	-0.444031000000	0.673922000000	-0.732267000000	-0.098051000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311							15.0000	311	
0.0987	6	2176	0	55	    63	35.660450	-123.018420	0.994849	0.015291	-0.026645	0.096602	2	55	-84.478615000000	-23.955297000000	-25.582588000000	0.996983000000	0.068020000000	0.037397000000	0.000000000000	3	55	-85.931458000000	13.279526000000	-0.442963000000	0.673893000000	-0.732291000000	-0.098068000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311							15.0000	311	
0.1087	7	2396	0	55	    63	35.661312	-123.025560	0.994851	0.015264	-0.026669	0.096578	2	55	-84.518730000000	-23.954985000000	-25.568687000000	0.996971000000	0.068063000000	0.037629000000	0.000000000000	3	55	-85.934578000000	13.278345000000	-0.429108000000	0.673923000000	-0.732263000000	-0.098073000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311							15.0000	311	
0.1187	8	2617	0	55	    63	35.659527	-123.016320	0.994848	0.015311	-0.026658	0.096602	2	55	-84.516037000000	-23.970156000000	-25.579338000000	0.996984000000	0.067904000000	0.037574000000	0.000000000000	3	55	-85.935982000000	13.281569000000	-0.441963000000	0.673883000000	-0.732303000000	-0.098049000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311							15.0000	311	
0.1287	9	2837	0	55	    63	35.658108	-123.012100	0.994849	0.015247	-0.026688	0.096595	2	55	-84.520523000000	-23.990156000000	-25.589371000000	0.996990000000	0.067802000000	0.037614000000	0.000000000000	3	55	-85.941498000000	13.287527000000	-0.445328000000	0.673952000000	-0.732240000000	-0.098047000000	0.000000000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311							15.0000	311	
