Time[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.0155	2	341	0	63	    71	39.2322	-119.9158	0.9843	0.0511	-0.0064	-0.1688	2	63	-28.2324	1.0155	22.9897	0.9591	-0.2689	-0.0773	-0.0427	3	63	-2.9567	-6.5353	1.1907	0.7474	0.6269	0.1953	0.1014	4	63	-48.9375	7.6323	0.5642	0.6424	-0.7532	0.1184	-0.0779	5	63	-30.4711	1.4543	1.3986	0.4992	-0.3148	0.8049	0.0614	6	63	7.3481	-9.6798	0.8803	0.6898	0.5860	0.4071	0.1227	7	63	6.3805	21.2753	1.9170	0.7494	0.2775	0.5914	0.1077
0.0254	3	561	0	63	    71	39.4121	-119.5470	0.9841	0.0526	-0.0058	-0.1693	2	63	-28.3151	1.0324	23.0443	0.9590	-0.2693	-0.0774	-0.0428	3	63	-3.0152	-6.5308	1.2620	0.7475	0.6269	0.1948	0.1014	4	63	-48.6803	6.7938	0.9077	0.6470	-0.7472	0.1319	-0.0755	5	63	-30.3750	1.4224	1.4846	0.4928	-0.3680	0.7867	0.0526	6	63	7.1363	-10.0041	0.8738	0.6896	0.5943	0.3954	0.1223	7	63	6.3375	21.2824	1.9649	0.7493	0.2775	0.5915	0.1077
0.0354	4	781	0	63	    71	39.6448	-119.2147	0.9839	0.0550	-0.0054	-0.1697	2	63	-28.3805	0.9233	22.9768	0.9589	-0.2692	-0.0781	-0.0428	3	63	-3.0293	-6.6029	1.2077	0.7476	0.6269	0.1945	0.1013	4	63	-48.3159	5.9582	1.2284	0.6529	-0.7422	0.1313	-0.0750	5	63	-30.3129	1.4823	1.6004	0.4852	-0.4210	0.7651	0.0434	6	63	6.9644	-10.5986	0.7961	0.6891	0.6045	0.3807	0.1217	7	63	6.3426	21.2322	1.9398	0.7494	0.2772	0.5915	0.1077
0.0454	5	1001	0	63	    71	39.8135	-118.8355	0.9838	0.0564	-0.0048	-0.1700	2	63	-28.3430	0.9566	23.0715	0.9590	-0.2692	-0.0780	-0.0428	3	63	-3.0007	-6.5866	1.2634	0.7475	0.6272	0.1938	0.1013	4	63	-48.0417	5.3417	1.6392	0.6597	-0.7381	0.1194	-0.0759	5	63	-30.0494	1.4915	1.7051	0.4772	-0.4767	0.7375	0.0331	6	63	6.8102	-11.0386	0.7057	0.6883	0.6141	0.3666	0.1212	7	63	6.3544	21.2664	1.9944	0.7491	0.2775	0.5918	0.1078
0.0554	6	1222	0	63	    71	40.0321	-118.5341	0.9837	0.0575	-0.0042	-0.1705	2	63	-28.3256	0.9423	23.0354	0.9590	-0.2691	-0.0773	-0.0427	3	63	-3.0346	-6.6152	1.2417	0.7473	0.6275	0.1935	0.1013	4	63	-47.8721	4.5797	1.9396	0.6676	-0.7331	0.1047	-0.0772	5	63	-30.0260	1.3822	1.8179	0.4713	-0.5227	0.7100	0.0240	6	63	6.5474	-11.5109	0.5613	0.6875	0.6219	0.3550	0.1207	7	63	6.3706	21.2488	1.9204	0.7482	0.2783	0.5926	0.1080
0.0654	7	1442	0	63	    71	40.2506	-118.1598	0.9835	0.0592	-0.0035	-0.1709	2	63	-28.3177	1.0894	23.1061	0.9590	-0.2695	-0.0771	-0.0428	3	63	-3.0594	-6.6296	1.3070	0.7472	0.6278	0.1929	0.1012	4	63	-47.8113	4.0142	2.2179	0.6744	-0.7283	0.0925	-0.0781	5	63	-30.0327	1.3327	1.9341	0.4680	-0.5596	0.6838	0.0162	6	63	6.3879	-11.8009	0.4764	0.6866	0.6275	0.3470	0.1204	7	63	6.3140	21.3081	1.9096	0.7479	0.2788	0.5926	0.1080
0.0754	8	1662	0	63	    71	40.5154	-117.8495	0.9834	0.0608	-0.0029	-0.1709	2	63	-28.3038	1.0280	23.0545	0.9590	-0.2691	-0.0776	-0.0428	3	63	-2.9698	-6.5736	1.3076	0.7471	0.6278	0.1933	0.1013	4	63	-47.8495	3.4626	2.3448	0.6793	-0.7250	0.0815	-0.0790	5	63	-30.1011	1.2449	2.0314	0.4665	-0.5881	0.6606	0.0098	6	63	6.2575	-12.0518	0.3392	0.6857	0.6314	0.3416	0.1202	7	63	6.3233	21.3339	1.8681	0.7474	0.2792	0.5931	0.1081
0.0854	9	1882	0	63	    71	40.8074	-117.6168	0.9833	0.0622	-0.0023	-0.1708	2	63	-28.2529	0.9461	22.9673	0.9591	-0.2687	-0.0777	-0.0427	3	63	-2.9184	-6.5876	1.2086	0.7469	0.6279	0.1936	0.1013	4	63	-47.9401	2.9454	2.4375	0.6836	-0.7220	0.0713	-0.0799	5	63	-30.1489	1.1798	2.0500	0.4661	-0.6101	0.6408	0.0047	6	63	6.1905	-12.2959	0.1357	0.6848	0.6341	0.3383	0.1201	7	63	6.3433	21.2234	1.7693	0.7468	0.2797	0.5936	0.1083
0.0954	10	2103	0	63	    71	41.1419	-117.3814	0.9833	0.0635	-0.0015	-0.1708	2	63	-28.2697	0.9633	22.9194	0.9591	-0.2688	-0.0775	-0.0427	3	63	-2.9978	-6.6196	1.1726	0.7469	0.6281	0.1932	0.1013	4	63	-48.0477	2.6434	2.5085	0.6877	-0.7189	0.0610	-0.0809	5	63	-30.3344	1.2461	2.0623	0.4672	-0.6264	0.6240	0.0006	6	63	6.0925	-12.4404	-0.0094	0.6843	0.6359	0.3362	0.1200	7	63	6.3088	21.2298	1.7177	0.7462	0.2801	0.5941	0.1084
0.1054	11	2323	0	63	    71	41.4512	-117.1522	0.9832	0.0647	-0.0008	-0.1707	2	63	-28.2666	0.9663	22.8689	0.9591	-0.2688	-0.0774	-0.0427	3	63	-3.0677	-6.6027	1.0963	0.7470	0.6281	0.1929	0.1013	4	63	-48.1498	2.5526	2.5859	0.6913	-0.7162	0.0496	-0.0819	5	63	-30.4875	1.3643	2.0758	0.4699	-0.6342	0.6139	-0.0016	6	63	5.9534	-12.5292	-0.2075	0.6842	0.6369	0.3344	0.1200	7	63	6.2664	21.2019	1.6616	0.7459	0.2809	0.5941	0.1085
0.1154	12	2544	0	63	    70	41.7730	-116.8405	0.9832	0.0658	-0.0001	-0.1705	2	63	-28.2533	1.0287	22.9565	0.9592	-0.2687	-0.0770	-0.0426	3	63	-3.0908	-6.5310	1.1794	0.7470	0.6281	0.1929	0.1013	4	63	-48.2588	2.5921	2.6527	0.6935	-0.7146	0.0390	-0.0831	5	63	-30.5485	1.4657	2.1615	0.4736	-0.6360	0.6093	-0.0024	6	63	5.8927	-12.5017	-0.2130	0.6841	0.6371	0.3343	0.1200	7	63	6.2714	21.2395	1.7111	0.7456	0.2817	0.5941	0.1086
0.1254	13	2764	0	63	    70	42.1533	-116.6475	0.9832	0.0669	0.0005	-0.1699	2	63	-28.2596	1.1102	23.0336	0.9590	-0.2694	-0.0772	-0.0427	3	63	-3.0323	-6.5176	1.1753	0.7470	0.6279	0.1935	0.1013	4	63	-48.3317	2.5604	2.7347	0.6948	-0.7136	0.0294	-0.0841	5	63	-30.6594	1.6463	2.1943	0.4774	-0.6369	0.6054	-0.0030	6	63	5.8572	-12.5217	-0.3270	0.6842	0.6365	0.3352	0.1200	7	63	6.2644	21.2610	1.6387	0.7455	0.2816	0.5942	0.1086
0.1354	14	2985	0	63	    70	42.4879	-116.3836	0.9832	0.0679	0.0011	-0.1695	2	63	-28.2543	1.1021	23.0869	0.9590	-0.2693	-0.0774	-0.0428	3	63	-2.9992	-6.4811	1.2348	0.7470	0.6278	0.1938	0.1013	4	63	-48.4981	2.5635	2.8183	0.6956	-0.7131	0.0202	-0.0852	5	63	-30.7605	1.8536	2.2927	0.4826	-0.6347	0.6035	-0.0030	6	63	5.9364	-12.4876	-0.2828	0.6841	0.6358	0.3366	0.1201	7	63	6.2672	21.2380	1.6972	0.7455	0.2819	0.5941	0.1086
0.1454	15	3205	0	63	    70	42.8535	-116.2200	0.9832	0.0686	0.0014	-0.1691	2	63	-28.2665	1.0463	23.0104	0.9591	-0.2689	-0.0774	-0.0427	3	63	-3.0125	-6.5000	1.1608	0.7469	0.6279	0.1939	0.1014	4	63	-48.7097	2.6917	2.7386	0.6959	-0.7128	0.0085	-0.0866	5	63	-30.9826	2.1313	2.2860	0.4891	-0.6273	0.6060	-0.0018	6	63	5.9402	-12.4247	-0.4024	0.6842	0.6351	0.3377	0.1201	7	63	6.2437	21.2137	1.6490	0.7455	0.2823	0.5940	0.1086
0.1553	16	3425	0	63	    70	43.2159	-115.9796	0.9832	0.0699	0.0015	-0.1684	2	63	-28.2571	1.0319	22.9235	0.9591	-0.2688	-0.0780	-0.0428	3	63	-3.0039	-6.4840	1.1234	0.7469	0.6278	0.1941	0.1014	4	63	-48.8884	2.9216	2.6472	0.6958	-0.7127	-0.0065	-0.0885	5	63	-31.1500	2.4992	2.2209	0.4963	-0.6147	0.6131	0.0007	6	63	6.0274	-12.3768	-0.4141	0.6846	0.6337	0.3397	0.1202	7	63	6.2504	21.2456	1.6204	0.7459	0.2819	0.5936	0.1085
0.1653	17	3645	0	63	    70	43.5931	-115.6917	0.9833	0.0710	0.0019	-0.1678	2	63	-28.2787	1.1506	22.9998	0.9589	-0.2693	-0.0781	-0.0428	3	63	-3.0005	-6.3878	1.2002	0.7472	0.6275	0.1943	0.1014	4	63	-49.1143	3.2528	2.5709	0.6950	-0.7129	-0.0228	-0.0905	5	63	-31.3810	2.9701	2.3348	0.5017	-0.5999	0.6232	0.0037	6	63	6.0613	-12.2072	-0.2841	0.6851	0.6315	0.3425	0.1203	7	63	6.2443	21.2951	1.7553	0.7462	0.2819	0.5932	0.1085
0.1753	18	3866	0	63	    70	43.9658	-115.4847	0.9834	0.0714	0.0021	-0.1670	2	63	-28.2109	1.1394	23.0800	0.9590	-0.2692	-0.0776	-0.0428	3	63	-2.9895	-6.4184	1.2614	0.7471	0.6274	0.1947	0.1014	4	63	-49.3302	3.4535	2.5913	0.6940	-0.7128	-0.0405	-0.0927	5	63	-31.5166	3.4384	2.3378	0.5045	-0.5811	0.6385	0.0080	6	63	6.1724	-12.0662	-0.2071	0.6852	0.6291	0.3467	0.1205	7	63	6.2335	21.3244	1.7367	0.7462	0.2819	0.5932	0.1085
0.1853	19	4086	0	63	    70	44.3490	-115.2775	0.9834	0.0722	0.0021	-0.1664	2	63	-28.2168	1.0884	23.0021	0.9591	-0.2688	-0.0778	-0.0428	3	63	-2.9756	-6.4331	1.2517	0.7471	0.6275	0.1946	0.1014	4	63	-49.6252	3.6708	2.4518	0.6921	-0.7131	-0.0592	-0.0951	5	63	-31.6963	3.8800	2.2959	0.5071	-0.5523	0.6615	0.0144	6	63	6.2330	-11.9802	-0.1526	0.6853	0.6265	0.3510	0.1207	7	63	6.2480	21.2481	1.8009	0.7464	0.2820	0.5929	0.1085
0.1953	20	4306	0	63	    69	44.7214	-115.1369	0.9835	0.0727	0.0022	-0.1655	2	63	-28.2369	1.0910	23.0725	0.9590	-0.2693	-0.0777	-0.0428	3	63	-2.9760	-6.4833	1.1910	0.7471	0.6275	0.1945	0.1014	4	63	-49.9384	4.0108	2.2848	0.6882	-0.7143	-0.0806	-0.0979	5	63	-31.8666	4.3512	2.1779	0.5085	-0.5118	0.6920	0.0231	6	63	6.3712	-11.8874	-0.1394	0.6855	0.6247	0.3540	0.1209	7	63	6.2611	21.2345	1.7703	0.7465	0.2816	0.5931	0.1084
0.2053	21	4526	0	63	    69	45.1345	-114.9403	0.9836	0.0737	0.0022	-0.1647	2	63	-28.2784	1.0931	23.0298	0.9589	-0.2695	-0.0781	-0.0429	3	63	-3.0136	-6.4661	1.1856	0.7472	0.6273	0.1946	0.1014	4	63	-50.4042	4.4740	1.9913	0.6826	-0.7162	-0.1043	-0.1011	5	63	-32.0575	4.8354	2.0664	0.5107	-0.4608	0.7251	0.0335	6	63	6.4056	-11.7432	-0.1217	0.6860	0.6227	0.3563	0.1209	7	63	6.2840	21.2587	1.7670	0.7467	0.2812	0.5930	0.1084
0.2153	22	4747	0	63	    69	45.5337	-114.8007	0.9837	0.0742	0.0023	-0.1639	2	63								3	63	-3.0233	-6.4995	1.1579	0.7472	0.6273	0.1946	0.1014	4	63	-50.9267	4.8796	1.7225	0.6765	-0.7175	-0.1290	-0.1043	5	63	-32.2702	5.2844	1.7944	0.5141	-0.4078	0.7533	0.0435	6	63	6.5048	-11.6451	-0.0847	0.6859	0.6207	0.3600	0.1211	7	63	6.2535	21.2621	1.7487	0.7468	0.2809	0.5930	0.1083
0.2253	23	4967	0	63	    69	45.8852	-114.5933	0.9838	0.0746	0.0021	-0.1630	2	63	-28.2491	1.0403	22.8919	0.9591	-0.2687	-0.0786	-0.0428	3	63	-2.9811	-6.4710	1.1245	0.7471	0.6273	0.1949	0.1014	4	63	-51.5897	5.0097	1.2718	0.6712	-0.7164	-0.1568	-0.1076	5	63	-32.4535	5.8283	1.7535	0.5203	-0.3617	0.7718	0.0515	6	63	6.6122	-11.4808	-0.0460	0.6859	0.6182	0.3642	0.1214	7	63	6.2688	21.2905	1.7625	0.7470	0.2805	0.5930	0.1083
0.2353	24	5188	0	63	    69	46.2524	-114.3877	0.9839	0.0751	0.0021	-0.1621	2	63	-28.2120	1.0304	22.9172	0.9592	-0.2682	-0.0785	-0.0428	3	63	-3.0051	-6.4275	1.1358	0.7472	0.6272	0.1950	0.1014	4	63	-51.8786	5.3312	1.2449	0.6683	-0.7104	-0.1905	-0.1111	5	63	-32.5627	6.3227	1.6163	0.5303	-0.3305	0.7787	0.0562	6	63	6.6381	-11.3287	0.0382	0.6862	0.6160	0.3673	0.1215	7	63	6.2967	21.3436	1.7879	0.7469	0.2803	0.5932	0.1083
0.2453	25	5408	0	63	    68	46.6278	-114.2615	0.9840	0.0754	0.0022	-0.1613	2	63	-28.1411	1.0756	22.8838	0.9592	-0.2682	-0.0780	-0.0427	3	63	-2.9945	-6.4298	1.1596	0.7472	0.6272	0.1949	0.1014	4	63	-52.0810	5.2725	0.9562	0.6665	-0.7032	-0.2198	-0.1139	5	63	-32.6657	6.9469	1.6988	0.5409	-0.3156	0.7774	0.0579	6	63	6.7123	-11.1816	0.0764	0.6864	0.6138	0.3706	0.1216	7	63	6.3137	21.3530	1.7929	0.7469	0.2801	0.5933	0.1083
0.2553	26	5629	0	63	    68	46.9358	-114.0798	0.9841	0.0756	0.0020	-0.1608	2	63	-28.1469	1.1074	22.8770	0.9592	-0.2682	-0.0783	-0.0427	3	63	-2.9598	-6.4065	1.1512	0.7471	0.6274	0.1949	0.1014	4	63	-52.2933	4.9616	0.8404	0.6653	-0.6970	-0.2412	-0.1158	5	63	-32.4938	7.2403	1.6614	0.5514	-0.3061	0.7738	0.0586	6	63	6.7884	-11.1243	0.1262	0.6865	0.6126	0.3723	0.1217	7	63	6.3753	21.3490	1.8105	0.7467	0.2801	0.5935	0.1083
0.2653	27	5849	0	63	    68	47.3492	-113.9015	0.9842	0.0761	0.0020	-0.1600	2	63	-28.1373	1.0071	22.8960	0.9594	-0.2676	-0.0785	-0.0427	3	63	-2.9320	-6.3965	1.1868	0.7471	0.6272	0.1953	0.1015	4	63	-52.4335	4.5024	0.8492	0.6654	-0.6905	-0.2582	-0.1171	5	63	-32.1736	7.3187	1.5258	0.5594	-0.2927	0.7732	0.0602	6	63	6.8105	-11.0523	0.1686	0.6870	0.6116	0.3731	0.1217	7	63	6.3785	21.3640	1.8734	0.7469	0.2797	0.5935	0.1082
0.2752	28	6069	0	63	    68	47.7426	-113.7602	0.9843	0.0766	0.0018	-0.1592	2	63	-28.3010	0.9480	22.9989	0.9591	-0.2683	-0.0794	-0.0429	3	63	-2.9368	-6.4303	1.1358	0.7472	0.6271	0.1956	0.1015	4	63	-52.4835	4.1514	0.8019	0.6663	-0.6836	-0.2733	-0.1181	5	63	-32.0336	7.3354	1.4078	0.5644	-0.2829	0.7731	0.0614	6	63	6.8910	-11.0435	0.1932	0.6869	0.6109	0.3744	0.1217	7	63	6.3049	21.3633	1.7877	0.7474	0.2790	0.5932	0.1081
0.2852	29	6289	0	63	    68	48.0837	-113.6141	0.9844	0.0766	0.0018	-0.1586	2	63	-28.3855	0.9983	23.1238	0.9589	-0.2691	-0.0791	-0.0429	3	63	-2.9818	-6.4134	1.1562	0.7472	0.6270	0.1955	0.1015	4	63	-52.6046	3.8021	0.8416	0.6680	-0.6775	-0.2841	-0.1187	5	63	-31.9864	7.3652	1.4929	0.5659	-0.2825	0.7721	0.0613	6	63	6.9037	-10.9896	0.2154	0.6868	0.6103	0.3755	0.1218	7	63	6.3366	21.3644	1.8075	0.7471	0.2788	0.5936	0.1081
0.2952	30	6510	0	63	    68	48.4649	-113.4627	0.9844	0.0773	0.0017	-0.1581	2	63	-28.2595	1.0055	22.9563	0.9591	-0.2685	-0.0789	-0.0428	3	63	-3.0170	-6.4269	1.1165	0.7475	0.6268	0.1953	0.1014	4	63	-52.7994	3.4025	0.9333	0.6697	-0.6732	-0.2903	-0.1189	5	63	-32.0863	7.2732	1.4563	0.5660	-0.2836	0.7717	0.0611	6	63	6.8845	-10.9683	0.1946	0.6871	0.6096	0.3761	0.1218	7	63	6.3159	21.3310	1.8043	0.7475	0.2785	0.5933	0.1081
0.3052	31	6730	0	63	    67	48.7728	-113.1971	0.9845	0.0776	0.0016	-0.1574	2	63	-28.1637	1.1112	22.9612	0.9592	-0.2685	-0.0782	-0.0428	3	63	-2.9971	-6.3564	1.2183	0.7475	0.6268	0.1953	0.1014	4	63	-52.8475	3.3280	1.0448	0.6705	-0.6699	-0.2956	-0.1192	5	63	-32.0822	7.2703	1.5132	0.5629	-0.2858	0.7731	0.0610	6	63	6.9627	-10.8664	0.3199	0.6870	0.6095	0.3764	0.1218	7	63	6.3758	21.4288	1.8953	0.7475	0.2783	0.5934	0.1081
0.3152	32	6950	0	63	    67	49.1143	-113.0609	0.9845	0.0777	0.0013	-0.1570	2	63	-28.1921	1.0435	22.8457	0.9592	-0.2682	-0.0784	-0.0428	3	63	-2.9742	-6.4316	1.1717	0.7473	0.6270	0.1954	0.1014	4	63	-52.9958	3.1352	1.0086	0.6705	-0.6689	-0.2979	-0.1194	5	63	-32.1153	7.1190	1.4577	0.5592	-0.2876	0.7752	0.0611	6	63	6.9381	-10.9435	0.2825	0.6870	0.6096	0.3761	0.1218	7	63	6.3162	21.3649	1.8451	0.7476	0.2782	0.5933	0.1080
0.3252	33	7170	0	63	    67	49.4598	-112.8564	0.9846	0.0781	0.0011	-0.1562	2	63	-28.2039	1.0397	22.7885	0.9592	-0.2682	-0.0790	-0.0428	3	63	-2.8978	-6.3827	1.1772	0.7472	0.6269	0.1960	0.1015	4	63	-53.0076	3.0299	1.1015	0.6706	-0.6708	-0.2936	-0.1190	5	63	-32.2047	7.1245	1.5140	0.5552	-0.2905	0.7769	0.0609	6	63	6.9846	-10.9156	0.3157	0.6871	0.6089	0.3771	0.1218	7	63	6.3067	21.3526	1.8567	0.7477	0.2782	0.5932	0.1080
0.3352	34	7391	0	63	    67	49.7568	-112.6158	0.9847	0.0786	0.0008	-0.1557	2	63	-28.3570	0.9627	22.9669	0.9590	-0.2684	-0.0799	-0.0430	3	63	-2.9195	-6.3846	1.1973	0.7473	0.6268	0.1957	0.1015	4	63	-52.9477	2.9738	1.1977	0.6710	-0.6748	-0.2837	-0.1183	5	63	-32.0174	6.8379	1.4399	0.5519	-0.2920	0.7787	0.0610	6	63	6.9870	-10.9016	0.3465	0.6873	0.6085	0.3775	0.1218	7	63	6.3356	21.3835	1.8864	0.7478	0.2782	0.5931	0.1080
0.3452	35	7611	0	63	    67	50.0698	-112.3815	0.9847	0.0789	0.0007	-0.1553	2	63	-28.4962	0.9920	23.1197	0.9587	-0.2692	-0.0804	-0.0431	3	63	-2.9774	-6.3797	1.2158	0.7474	0.6269	0.1952	0.1014	4	63	-52.9293	3.0146	1.2206	0.6713	-0.6796	-0.2715	-0.1174	5	63	-31.8896	6.5848	1.3721	0.5503	-0.2876	0.7814	0.0618	6	63	6.9159	-10.8824	0.3759	0.6875	0.6087	0.3769	0.1218	7	63	6.2953	21.4312	1.9000	0.7479	0.2783	0.5929	0.1080
0.3551	36	7831	0	63	    67	50.3713	-112.1576	0.9848	0.0794	0.0004	-0.1548	2	63	-28.4550	0.9811	23.1176	0.9588	-0.2691	-0.0798	-0.0430	3	63	-3.0018	-6.4128	1.2025	0.7474	0.6270	0.1949	0.1014	4	63	-52.8589	3.0879	1.2665	0.6713	-0.6844	-0.2595	-0.1165	5	63	-31.7546	6.3646	1.2415	0.5508	-0.2805	0.7836	0.0630	6	63	6.8920	-10.8717	0.3687	0.6876	0.6087	0.3767	0.1217	7	63	6.3123	21.4104	1.8780	0.7478	0.2787	0.5929	0.1080
0.3651	37	8051	0	63	    67	50.6839	-111.8870	0.9848	0.0802	-0.0001	-0.1542	2	63	-28.2452	1.0501	22.7722	0.9591	-0.2684	-0.0788	-0.0428	3	63	-2.9794	-6.4699	1.2115	0.7473	0.6271	0.1949	0.1014	4	63	-52.8095	3.1530	1.1613	0.6703	-0.6898	-0.2479	-0.1157	5	63	-31.5917	6.1430	1.1073	0.5531	-0.2722	0.7848	0.0642	6	63	6.8785	-10.9454	0.3713	0.6875	0.6087	0.3768	0.1218	7	63	6.2891	21.3549	1.8925	0.7480	0.2791	0.5923	0.1080
0.3751	38	8272	0	63	    67	50.9549	-111.6522	0.9848	0.0807	-0.0003	-0.1537	2	63	-28.1650	1.1036	22.8802	0.9591	-0.2686	-0.0778	-0.0427	3	63	-2.9702	-6.4837	1.1960	0.7474	0.6271	0.1947	0.1014	4	63	-52.7812	3.2996	1.0516	0.6680	-0.6956	-0.2382	-0.1152	5	63	-31.4146	6.0152	1.0020	0.5561	-0.2645	0.7852	0.0651	6	63	6.8802	-10.9610	0.3775	0.6875	0.6091	0.3762	0.1217	7	63	6.2837	21.3804	1.8914	0.7481	0.2795	0.5921	0.1080
0.3851	39	8492	0	63	    66	51.2667	-111.3537	0.9849	0.0814	-0.0006	-0.1531	2	63	-28.2583	1.0579	23.0191	0.9590	-0.2692	-0.0780	-0.0428	3	63	-3.0222	-6.5569	1.2236	0.7475	0.6271	0.1944	0.1013	4	63	-52.8363	3.3989	0.9767	0.6644	-0.7014	-0.2310	-0.1150	5	63	-31.3364	5.9170	1.0469	0.5596	-0.2584	0.7847	0.0658	6	63	6.7687	-11.1048	0.4465	0.6877	0.6100	0.3744	0.1216	7	63	6.2421	21.3566	1.9370	0.7483	0.2796	0.5918	0.1080
0.3951	40	8713	0	63	    66	51.5125	-111.0223	0.9849	0.0823	-0.0011	-0.1525	2	63	-28.3760	1.0776	23.3368	0.9587	-0.2701	-0.0782	-0.0430	3	63	-3.0046	-6.5846	1.2427	0.7475	0.6271	0.1941	0.1013	4	63	-52.8885	3.5675	0.8141	0.6597	-0.7067	-0.2282	-0.1153	5	63	-31.2274	5.9020	1.0496	0.5630	-0.2529	0.7840	0.0664	6	63	6.7175	-11.2420	0.5295	0.6877	0.6115	0.3719	0.1215	7	63	6.2991	21.4064	1.9582	0.7483	0.2795	0.5918	0.1080
0.4051	41	8933	0	63	    66	51.7779	-110.8444	0.9849	0.0826	-0.0015	-0.1519	2	63	-28.4095	0.7956	23.3402	0.9589	-0.2695	-0.0782	-0.0429	3	63	-3.0115	-6.7366	1.1728	0.7474	0.6275	0.1935	0.1013	4	63	-52.9590	3.6485	0.6429	0.6557	-0.7106	-0.2275	-0.1157	5	63	-31.2517	5.8675	0.9096	0.5650	-0.2472	0.7843	0.0672	6	63	6.7236	-11.4532	0.4640	0.6873	0.6135	0.3695	0.1214	7	63	6.3237	21.3076	1.8276	0.7480	0.2797	0.5921	0.1081
0.4151	42	9154	0	63	    66	52.0225	-110.4793	0.9849	0.0835	-0.0017	-0.1514	2	63	-28.5812	0.7332	23.5618	0.9587	-0.2701	-0.0787	-0.0430	3	63	-3.0581	-6.8207	1.2642	0.7475	0.6277	0.1925	0.1012	4	63	-52.9737	3.8679	0.6105	0.6521	-0.7134	-0.2289	-0.1162	5	63	-31.2004	5.9676	1.0462	0.5660	-0.2423	0.7850	0.0679	6	63	6.6984	-11.5806	0.6089	0.6873	0.6150	0.3669	0.1213	7	63	6.3212	21.3334	1.9478	0.7482	0.2798	0.5918	0.1080
0.4251	43	9374	0	63	    66	52.2329	-110.1892	0.9850	0.0840	-0.0019	-0.1509	2	63	-28.5483	0.7153	23.3987	0.9586	-0.2704	-0.0780	-0.0430	3	63	-3.1239	-6.9154	1.2964	0.7476	0.6279	0.1916	0.1011	4	63	-52.9350	4.0894	0.5955	0.6488	-0.7156	-0.2309	-0.1168	5	63	-31.1744	6.1156	1.1283	0.5673	-0.2377	0.7855	0.0685	6	63	6.5793	-11.7200	0.6897	0.6876	0.6162	0.3645	0.1212	7	63	6.3023	21.3659	1.9766	0.7483	0.2801	0.5916	0.1081
0.4351	44	9594	0	63	    66	52.4600	-109.9598	0.9850	0.0844	-0.0021	-0.1505	2	63	-28.5885	0.6723	23.2580	0.9586	-0.2707	-0.0774	-0.0429	3	63	-3.1504	-7.0095	1.2795	0.7476	0.6281	0.1910	0.1010	4	63	-52.8602	4.3364	0.5453	0.6458	-0.7184	-0.2304	-0.1170	5	63	-31.1166	6.2853	1.1946	0.5697	-0.2325	0.7853	0.0691	6	63	6.4531	-11.8856	0.7206	0.6876	0.6175	0.3622	0.1210	7	63	6.2833	21.3506	1.9646	0.7482	0.2806	0.5914	0.1081
0.4451	45	9814	0	63	    66	52.6762	-109.7380	0.9851	0.0849	-0.0025	-0.1498	2	63	-28.5981	0.5234	23.1795	0.9586	-0.2706	-0.0774	-0.0429	3	63	-3.1831	-7.2257	1.2261	0.7474	0.6285	0.1900	0.1010	4	63	-52.6529	4.5631	0.4633	0.6442	-0.7212	-0.2264	-0.1169	5	63	-30.9178	6.4143	1.1954	0.5735	-0.2263	0.7842	0.0697	6	63	6.3519	-12.1498	0.7252	0.6875	0.6194	0.3592	0.1209	7	63	6.2844	21.2435	1.9378	0.7483	0.2811	0.5911	0.1081
0.4551	46	10035	0	63	    65	52.8807	-109.4990	0.9851	0.0855	-0.0027	-0.1492	2	63	-28.7648	0.2337	23.4244	0.9586	-0.2706	-0.0778	-0.0430	3	63	-3.1975	-7.4106	1.2490	0.7474	0.6290	0.1888	0.1009	4	63	-52.3482	4.8832	0.4217	0.6438	-0.7234	-0.2207	-0.1164	5	63	-30.6338	6.4343	1.0766	0.5780	-0.2190	0.7829	0.0705	6	63	6.2084	-12.4598	0.8446	0.6873	0.6221	0.3550	0.1207	7	63	6.2694	21.2546	1.9270	0.7483	0.2813	0.5910	0.1081
